#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	ec_id	ec_name	Taxonomy
metaerg.pl|07052	NODE_1880_length_772_cov_2.98187	507	770	264	-1	No	0	3.5.1.108	"UDP-3-O-acyl-N-acetylglucosamine deacetylase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae"
metaerg.pl|07054	NODE_1881_length_772_cov_2.67782	3	770	768	-1	No	0	3.1.13.1	"Exoribonuclease II."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|07068	NODE_1898_length_767_cov_31.8961	3	767	765	1	No	0	3.1.-.-	"Acting on ester bonds."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_J"
metaerg.pl|07087	NODE_1910_length_763_cov_1.08051	296	763	468	1	No	0	2.5.1.10	"(2E,6E)-farnesyl diphosphate synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|07089	NODE_1911_length_762_cov_1.63083	3	200	198	1	No	0	2.7.13.3	"Histidine kinase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|07094	NODE_1918_length_761_cov_1.3796	2	760	759	-1	No	0	2.7.13.3	"Histidine kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|07100	NODE_1920_length_760_cov_1.94326	3	380	378	-1	No	0	2.4.1.-	"Hexosyltransferases."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|07109	NODE_1927_length_757_cov_1.92877	313	756	444	1	No	0	1.8.1.7	"Glutathione-disulfide reductase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|07122	NODE_1938_length_754_cov_2.21459	2	754	753	-1	No	0	3.6.4.12	"DNA helicase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|07123	NODE_1939_length_753_cov_2.84814	2	415	414	-1	No	0	1.10.3.-	"With oxygen as acceptor."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07139	NODE_1950_length_751_cov_3.0977	252	716	465	1	No	0	2.1.3.-	"Carboxy- and carbamoyltransferases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_H"
metaerg.pl|07139	NODE_1950_length_751_cov_3.0977	252	716	465	1	No	0	2.1.1.-	"Methyltransferases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_H"
metaerg.pl|07137	NODE_1949_length_751_cov_1.81609	52	561	510	-1	No	0	3.1.26.4	"Ribonuclease H."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|07155	NODE_1959_length_748_cov_1.36508	1	567	567	-1	No	0	3.4.21.89	"Signal peptidase I."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07166	NODE_1969_length_746_cov_1.92041	1	477	477	1	No	0	2.5.1.141	"Heme o synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|07173	NODE_1976_length_743_cov_1.9375	536	742	207	-1	No	0	1.1.1.27	"L-lactate dehydrogenase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|07177	NODE_1981_length_740_cov_3.23942	1	495	495	1	No	0	6.3.2.8	"UDP-N-acetylmuramate--L-alanine ligase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07178	NODE_1981_length_740_cov_3.23942	500	739	240	1	No	0	1.3.1.98	"UDP-N-acetylmuramate dehydrogenase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|07184	NODE_1983_length_740_cov_2.35328	3	218	216	-1	No	0	2.1.1.74	"Methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07196	NODE_1991_length_737_cov_1.35337	3	281	279	1	No	0	2.7.7.41	"Phosphatidate cytidylyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07197	NODE_1991_length_737_cov_1.35337	297	737	441	1	No	0	3.4.24.-	"Metalloendopeptidases."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07202	NODE_1998_length_736_cov_2.22907	2	679	678	1	No	0	2.7.13.3	"Histidine kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07207	NODE_2004_length_733_cov_5.34366	1	732	732	-1	No	0	3.5.1.28	"N-acetylmuramoyl-L-alanine amidase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis"
metaerg.pl|07213	NODE_2008_length_730_cov_2.39704	388	729	342	-1	No	0	2.7.4.22	"UMP kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07222	NODE_2011_length_729_cov_3.3724	2	727	726	1	No	0	2.1.1.192	"23S rRNA (adenine(2503)-C(2))-methyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|07219	NODE_2013_length_729_cov_3.02967	167	727	561	-1	No	0	1.14.13.149	"Phenylacetyl-CoA 1,2-epoxidase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Lonsdalea;s__Lonsdalea quercina"
metaerg.pl|07233	NODE_2017_length_728_cov_1.4636	1	222	222	-1	No	0	6.1.1.20	"Phenylalanine--tRNA ligase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|07234	NODE_2017_length_728_cov_1.4636	514	726	213	1	No	0	2.7.7.7	"DNA-directed DNA polymerase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07238	NODE_2027_length_727_cov_2.29464	3	392	390	1	No	0	2.3.1.-	"Transferring groups other than amino-acyl groups."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|07239	NODE_2027_length_727_cov_2.29464	424	726	303	1	No	0	3.4.11.9	"Xaa-Pro aminopeptidase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|07243	NODE_2026_length_727_cov_1.28571	336	725	390	-1	No	0	1.11.1.15	"Peroxiredoxin."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07240	NODE_2024_length_727_cov_1.53274	1	450	450	1	No	0	3.1.1.29	"Aminoacyl-tRNA hydrolase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|07241	NODE_2022_length_727_cov_3.29613	3	725	723	-1	No	0	1.17.4.1	"Ribonucleoside-diphosphate reductase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07254	NODE_2034_length_725_cov_2.72687	3	680	678	-1	No	0	4.2.1.103	"Cyclohexyl-isocyanide hydratase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|07259	NODE_2040_length_724_cov_3.40359	1	723	723	1	No	0	2.1.1.72	"Site-specific DNA-methyltransferase (adenine-specific)."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Wohlfahrtiimonadaceae;g__Ignatzschineria;s__Ignatzschineria larvae"
metaerg.pl|07260	NODE_2043_length_723_cov_1.82186	2	721	720	1	No	0	2.7.1.202	"Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215"
metaerg.pl|07260	NODE_2043_length_723_cov_1.82186	2	721	720	1	No	0	2.7.1.69	"Transferred entry: 2.7.1.191, 2.7.1.192, 2.7.1.193, 2.7.1.194, 2.7.1.195,"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215"
metaerg.pl|07263	NODE_2045_length_722_cov_1.28936	3	722	720	1	No	0	6.5.1.2	"DNA ligase (NAD(+))."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|07276	NODE_1692_length_720_cov_4.41419	2	718	717	-1	No	0	1.1.-.-	"Acting on the CH-OH group of donors."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|07273	NODE_2053_length_720_cov_1.78797	92	718	627	1	No	0	1.1.1.317	"Perakine reductase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_I"
metaerg.pl|07287	NODE_2062_length_718_cov_3.60633	2	688	687	-1	No	0	2.7.8.8	"CDP-diacylglycerol--serine O-phosphatidyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07283	NODE_2061_length_718_cov_1.19306	132	716	585	-1	No	0	2.7.4.22	"UMP kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|07300	NODE_1708_length_715_cov_2.29351	59	415	357	-1	No	0	3.1.22.4	"Crossover junction endodeoxyribonuclease."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_K"
metaerg.pl|07306	NODE_2078_length_714_cov_2.03187	2	634	633	1	No	0	3.5.2.3	"Dihydroorotase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07308	NODE_2079_length_713_cov_1.60942	1	708	708	1	No	0	2.1.1.113	"Site-specific DNA-methyltransferase (cytosine-N(4)-specific)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|07317	NODE_2082_length_712_cov_2.6621	3	260	258	1	No	0	2.3.1.117	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215"
metaerg.pl|07321	NODE_2087_length_711_cov_1.8811	429	710	282	1	No	0	4.1.1.65	"Phosphatidylserine decarboxylase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07327	NODE_2089_length_710_cov_1.05649	2	493	492	-1	No	0	3.1.21.4	"Type II site-specific deoxyribonuclease."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Afifellaceae;g__A52C2;s__A52C2 sp900110915"
metaerg.pl|07345	NODE_2108_length_705_cov_3	1	705	705	1	No	0	2.7.7.7	"DNA-directed DNA polymerase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|07365	NODE_2126_length_701_cov_1.14396	1	699	699	1	No	0	2.1.1.-	"Methyltransferases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi"
metaerg.pl|07373	NODE_2131_length_700_cov_1.66977	165	698	534	1	No	0	1.3.-.-	"Acting on the CH-CH group of donors."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07370	NODE_2133_length_700_cov_1.27132	301	699	399	1	No	0	1.8.4.11	"Peptide-methionine (S)-S-oxide reductase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apis_A"
metaerg.pl|07385	NODE_2139_length_699_cov_1.62422	211	699	489	1	No	0	1.7.5.1	"Nitrate reductase (quinone)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|07387	NODE_2145_length_698_cov_1.6423	2	409	408	-1	No	0	2.7.7.-	"Nucleotidyltransferases."	"d__Viruses;no__unclassified viruses;s__Lake Sarah-associated circular virus-47;"
metaerg.pl|07396	NODE_2152_length_695_cov_3.95781	1	519	519	1	No	0	4.2.99.18	"DNA-(apurinic or apyrimidinic site) lyase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|07400	NODE_2159_length_693_cov_15.2837	2	691	690	-1	No	0	3.1.-.-	"Acting on ester bonds."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_I"
metaerg.pl|07410	NODE_2163_length_692_cov_2.45369	1	690	690	1	No	0	2.7.7.-	"Nucleotidyltransferases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|07412	NODE_2165_length_691_cov_3.78774	2	568	567	-1	No	0	3.1.21.-	"Endodeoxyribonucleases producing 5'-phosphomonoesters."	"d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocullaceae;g__Methanoculleus;s__Methanoculleus chikugoensis_A"
metaerg.pl|07416	NODE_2172_length_690_cov_1.38898	1	690	690	-1	No	0	2.1.1.72	"Site-specific DNA-methyltransferase (adenine-specific)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|07445	NODE_2196_length_685_cov_2.03333	1	633	633	1	No	0	2.3.1.41	"Beta-ketoacyl-[acyl-carrier-protein] synthase I."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|07460	NODE_2205_length_682_cov_2.2488	3	680	678	-1	No	0	2.1.2.1	"Glycine hydroxymethyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07463	NODE_2211_length_681_cov_1.69649	3	680	678	1	No	0	2.3.1.-	"Transferring groups other than amino-acyl groups."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|07487	NODE_2219_length_679_cov_1.62179	470	679	210	1	No	0	1.8.1.4	"Dihydrolipoyl dehydrogenase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07488	NODE_2229_length_678_cov_2.45265	3	677	675	-1	No	0	7.1.1.-	"Hydron translocation or charge separation linked to oxidoreductase reactions."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|07491	NODE_2235_length_677_cov_2.17685	3	677	675	-1	No	0	5.6.2.2	"DNA topoisomerase (ATP-hydrolyzing)."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|07497	NODE_2238_length_676_cov_1.31562	3	674	672	-1	No	0	3.2.1.23	"Beta-galactosidase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris"
metaerg.pl|07494	NODE_2237_length_676_cov_2.58293	1	675	675	1	No	0	2.7.7.59	"[Protein-PII] uridylyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|07494	NODE_2237_length_676_cov_2.58293	1	675	675	1	No	0	3.1.4.-	"Phosphoric diester hydrolases."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|07499	NODE_2241_length_675_cov_2.12419	2	595	594	1	No	0	2.8.1.8	"Lipoyl synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|07507	NODE_2244_length_674_cov_2.30048	2	658	657	1	No	0	7.2.2.-	"Linked to the hydrolysis of a nucleoside triphosphate."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07509	NODE_2245_length_674_cov_1.75283	1	672	672	-1	No	0	2.7.13.3	"Histidine kinase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi"
metaerg.pl|07511	NODE_2249_length_673_cov_2.12298	413	673	261	-1	No	0	2.7.9.1	"Pyruvate, phosphate dikinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|07516	NODE_2256_length_671_cov_2.44156	3	671	669	1	No	0	1.3.1.-	"With NAD(+) or NADP(+) as acceptor."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|07521	NODE_2252_length_671_cov_2.26299	154	669	516	1	No	0	3.5.1.108	"UDP-3-O-acyl-N-acetylglucosamine deacetylase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|07532	NODE_2265_length_669_cov_2.42997	1	237	237	-1	No	0	3.1.21.-	"Endodeoxyribonucleases producing 5'-phosphomonoesters."	"d__Viruses;no__ssDNA viruses;f__Genomoviridae;g__Gemycircularvirus;s__Gerygone associated gemycircularvirus 2;"
metaerg.pl|07528	NODE_2263_length_669_cov_2.13844	3	668	666	1	No	0	3.2.1.21	"Beta-glucosidase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola"
metaerg.pl|07526	NODE_2264_length_669_cov_1.60423	1	669	669	-1	No	0	1.14.13.-	"With NADH or NADPH as one donor, and incorporation of one atom of oxygen."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|07530	NODE_2261_length_669_cov_1.33876	2	391	390	-1	No	0	7.3.2.1	"ABC-type phosphate transporter."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|07538	NODE_2271_length_667_cov_1.52124	85	666	582	-1	No	0	2.1.1.198	"16S rRNA (cytidine(1402)-2'-O)-methyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07542	NODE_2275_length_665_cov_2.21639	2	664	663	-1	No	0	3.1.-.-	"Acting on ester bonds."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|07549	NODE_2283_length_664_cov_10.0657	3	662	660	1	No	0	3.6.-.-	"Acting on acid anhydrides."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_G;s__Lactobacillus_G sp002418005"
metaerg.pl|07551	NODE_2280_length_664_cov_1.73071	2	229	228	-1	No	0	3.6.3.-	"Acting on acid anhydrides; catalyzing transmembrane movement of substances."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi"
metaerg.pl|07547	NODE_2282_length_664_cov_1.50903	320	610	291	-1	No	0	2.3.2.29	"Aspartate/glutamate leucyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|07553	NODE_2285_length_663_cov_3.33553	2	661	660	-1	No	0	3.1.-.-	"Acting on ester bonds."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis"
metaerg.pl|07558	NODE_2288_length_662_cov_1.94069	434	661	228	1	No	0	5.4.99.25	"tRNA pseudouridine(55) synthase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|07567	NODE_2293_length_661_cov_1.52805	3	659	657	-1	No	0	1.1.1.27	"L-lactate dehydrogenase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|07570	NODE_2296_length_660_cov_2.00992	245	658	414	1	No	0	6.1.1.23	"Aspartate--tRNA(Asn) ligase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi"
metaerg.pl|07576	NODE_2303_length_658_cov_1.87562	3	335	333	1	No	0	3.4.21.53	"Endopeptidase La."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07578	NODE_2304_length_658_cov_2.07629	437	658	222	1	No	0	2.7.1.15	"Ribokinase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|07581	NODE_2306_length_657_cov_2.33056	17	538	522	1	No	0	3.5.2.5	"Allantoinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|07595	NODE_2314_length_655_cov_2.35667	1	561	561	-1	No	0	2.4.2.1	"Purine-nucleoside phosphorylase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|07594	NODE_2316_length_655_cov_1.31833	2	256	255	1	No	0	2.5.1.47	"Cysteine synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum;s__Ochrobactrum intermedium"
metaerg.pl|07600	NODE_2325_length_654_cov_1.6778	2	652	651	-1	No	0	2.1.1.192	"23S rRNA (adenine(2503)-C(2))-methyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07612	NODE_2333_length_653_cov_2.90468	365	652	288	-1	No	0	2.5.1.89	"Tritrans,polycis-undecaprenyl-diphosphate synthase (geranylgeranyl-"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|07616	NODE_2335_length_653_cov_2.04682	2	478	477	-1	No	0	2.7.8.24	"Phosphatidylcholine synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
