#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	sprot_id	sprot_desc	Taxonomy
metaerg.pl|07991	NODE_2643_length_584_cov_3.00756	1	582	582	-1	No	0	sp|Q98I01|UVRB_RHILO	"UvrABC system protein B"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|08001	NODE_2653_length_582_cov_2.2277	2	547	546	-1	No	0	sp|P0CAU5|DPO3B_CAUVC	"Beta sliding clamp"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|08000	NODE_2657_length_582_cov_2.58065	155	580	426	-1	No	0	sp|Q6G070|PSD_BARQU	"Phosphatidylserine decarboxylase proenzyme"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|07998	NODE_2655_length_582_cov_1.50664	3	581	579	-1	No	0	sp|P96712|BMR3_BACSU	"Multidrug resistance protein 3"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp000760615
metaerg.pl|08002	NODE_2656_length_582_cov_1.22581	3	488	486	1	No	0	sp|P76389|YEGH_ECOLI	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08005	NODE_2652_length_582_cov_1.55028	1	582	582	-1	No	0	sp|O06900|PTUCB_FUSMR	"PTS system alpha-glucoside-specific EIICB component"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|08007	NODE_2659_length_581_cov_2.13118	2	580	579	1	No	0	sp|P0CAX1|GYRB_CAUVC	"DNA gyrase subunit B"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|08012	NODE_2658_length_581_cov_2.10076	2	580	579	1	No	0	sp|P14677|PBPX_STRPN	"Penicillin-binding protein 2x"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|08008	NODE_2660_length_581_cov_1.03232	370	579	210	1	No	0	sp|Q9HAC7|SUCHY_HUMAN	"Succinate--hydroxymethylglutarate CoA-transferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|08011	NODE_2662_length_581_cov_2.07224	3	581	579	-1	No	0	sp|Q9ZXB2|PORTL_BPPHC	"Probable portal protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_L
metaerg.pl|08006	NODE_2663_length_581_cov_1.3251	2	580	579	-1	No	0	sp|Q5PGP3|GSIA_SALPA	"Glutathione import ATP-binding protein GsiA"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|08016	NODE_2665_length_580_cov_1.78286	1	189	189	1	No	0	sp|A7ZS68|RIMP_ECO24	"Ribosome maturation factor RimP"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|08017	NODE_2665_length_580_cov_1.78286	206	580	375	1	No	0	sp|P0AFF8|NUSA_ECO57	"Transcription termination/antitermination protein NusA"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|08022	NODE_2670_length_579_cov_2.44275	2	436	435	-1	No	0	sp|P52598|YGBI_ECOLI	"Uncharacterized HTH-type transcriptional regulator YgbI"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|08026	NODE_2674_length_578_cov_2.1587	2	577	576	-1	No	0	sp|Q56878|USHA_YERE8	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|08035	NODE_2681_length_576_cov_1.78695	122	574	453	1	No	0	sp|P44736|RBSC_HAEIN	"Ribose import permease protein RbsC"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|08034	NODE_2682_length_576_cov_1.69482	3	575	573	-1	No	0	sp|P0CG99|RIR1A_MYCS2	"Ribonucleoside-diphosphate reductase subunit alpha 1"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|08039	NODE_2687_length_575_cov_1.53269	2	244	243	-1	No	0	sp|A1JI57|ILVC_YERE8	"Ketol-acid reductoisomerase (NADP(+))"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|08047	NODE_2688_length_574_cov_1.79769	100	573	474	-1	No	0	sp|Q89EW7|MODC2_BRADU	"Molybdenum import ATP-binding protein ModC 2"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08042	NODE_2693_length_574_cov_1.17726	1	573	573	1	No	0	sp|P46495|Y1572_HAEIN	"Putative integrase/recombinase HI_1572"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|08057	NODE_2703_length_571_cov_0.79845	2	571	570	1	No	0	sp|Q2YNM0|SECDF_BRUA2	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08056	NODE_2704_length_571_cov_1.8624	1	570	570	-1	No	0	sp|A9IMW7|MIAB_BART1	"tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08065	NODE_2711_length_570_cov_1.56699	85	570	486	-1	No	0	sp|P54308|TERL_BPSPP	"Terminase, large subunit gp2"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|08072	NODE_2717_length_568_cov_1.73489	48	278	231	-1	No	0	sp|P76063|YDAS_ECOLI	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella intestini
metaerg.pl|08080	NODE_2725_length_567_cov_933.895	3	290	288	-1	No	0	sp|Q2YPX7|SSB_BRUA2	"Single-stranded DNA-binding protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ahrensia;s__Ahrensia sp002698425
metaerg.pl|08079	NODE_2721_length_567_cov_1.625	54	566	513	-1	No	0	sp|P02930|TOLC_ECOLI	"Outer membrane protein TolC"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|08085	NODE_2726_length_566_cov_1.45401	3	200	198	-1	No	0	sp|A9HKH7|COXX_GLUDA	"Protoheme IX farnesyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|08090	NODE_2730_length_565_cov_1.27647	2	421	420	-1	No	0	sp|A8YUK0|ATPG_LACH4	"ATP synthase gamma chain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|08087	NODE_2731_length_565_cov_1.21373	1	564	564	-1	No	0	sp|P30859|ARTI_ECOLI	"Putative ABC transporter arginine-binding protein 2"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08093	NODE_2738_length_564_cov_2.63654	2	562	561	1	No	0	sp|P96681|YDFD_BACSU	"Uncharacterized HTH-type transcriptional regulator YdfD"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|08097	NODE_2741_length_563_cov_1.98425	279	563	285	1	No	0	sp|Q6G177|CLPX_BARQU	"ATP-dependent Clp protease ATP-binding subunit ClpX"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|08101	NODE_2744_length_563_cov_2.03937	34	561	528	-1	No	0	sp|A1USC1|EFTU1_BARBK	"Elongation factor Tu 1"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08096	NODE_2743_length_563_cov_2.42913	170	562	393	1	No	0	sp|Q5HRH0|PROP_STAEQ	"Putative proline/betaine transporter"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|08098	NODE_2742_length_563_cov_2.47047	1	561	561	1	No	0	sp|P33452|RPOD_AGRFC	"RNA polymerase sigma factor RpoD"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae
metaerg.pl|08102	NODE_2747_length_562_cov_1.65483	1	318	318	-1	No	0	sp|Q8UCK6|DPS_AGRFC	"DNA protection during starvation protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|08107	NODE_2749_length_561_cov_1.81028	3	218	216	1	No	0	sp|Q5FTN5|HIS5_GLUOX	"Imidazole glycerol phosphate synthase subunit HisH"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|08108	NODE_2749_length_561_cov_1.81028	238	561	324	1	No	0	sp|P26723|YHI1_AZOBR	"Uncharacterized N-acetyltransferase in hisH-hisA intergenic region"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Tanticharoenia;s__Tanticharoenia sakaeratensis
metaerg.pl|08111	NODE_2755_length_560_cov_3.24356	2	559	558	1	No	0	sp|Q9T1Q3|DPOL_BPAPS	"Probable DNA polymerase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_E
metaerg.pl|08116	NODE_2762_length_559_cov_4.62302	3	434	432	-1	No	0	sp|Q24LJ4|PORTL_BPPCD	"Portal protein"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis
metaerg.pl|08118	NODE_2757_length_559_cov_1.64286	3	557	555	1	No	0	sp|Q97DP6|PAGL_CLOAB	"Phospho-alpha-glucosidase PagL"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|08115	NODE_2759_length_559_cov_1.47024	290	559	270	-1	No	0	sp|Q5E624|TRPA_ALIF1	"Tryptophan synthase alpha chain"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|08117	NODE_2756_length_559_cov_1.2996	1	558	558	-1	No	0	sp|Q2YN11|RSH_BRUA2	"GTP pyrophosphokinase rsh"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|08126	NODE_2765_length_558_cov_1.67594	2	556	555	1	No	0	sp|O33465|METH_PSEPU	"Methionine synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae
metaerg.pl|08123	NODE_2764_length_558_cov_1.26243	1	558	558	-1	No	0	sp|P63390|YHES_ECO57	"Uncharacterized ABC transporter ATP-binding protein YheS"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|08124	NODE_2766_length_558_cov_1.03976	2	250	249	-1	No	0	sp|Q8UE71|COBT_AGRFC	"Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|08135	NODE_2770_length_557_cov_1.69124	3	428	426	1	No	0	sp|Q9KTE3|CORC_VIBCH	"Magnesium and cobalt efflux protein CorC"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|08132	NODE_2772_length_557_cov_1.24502	335	556	222	-1	No	0	sp|P26235|NAPA_ENTHR	"Na(+)/H(+) antiporter"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus melliventris
metaerg.pl|08138	NODE_2776_length_556_cov_3.1996	1	555	555	1	No	0	sp|Q31W43|PNP_SHIBS	"Polyribonucleotide nucleotidyltransferase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|08136	NODE_2775_length_556_cov_2.52096	1	510	510	-1	No	0	sp|P64431|YPFJ_ECO57	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08137	NODE_2779_length_556_cov_1.82236	1	555	555	1	No	0	sp|Q6LL16|MURQ_PHOPR	"N-acetylmuramic acid 6-phosphate etherase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|08140	NODE_2778_length_556_cov_1.49301	1	306	306	1	No	0	sp|P0AEG3|DPPC_ECO57	"Dipeptide transport system permease protein DppC"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08141	NODE_2778_length_556_cov_1.49301	303	554	252	1	No	0	sp|P0AAG1|DPPD_ECO57	"Dipeptide transport ATP-binding protein DppD"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08152	NODE_2782_length_555_cov_1.516	364	555	192	-1	No	0	sp|O07631|TYPA_BACSU	"GTP-binding protein TypA/BipA homolog"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kimbladii
metaerg.pl|08148	NODE_2787_length_555_cov_19.09	1	555	555	1	No	0	sp|P09358|MTD22_STREE	"Modification methylase DpnIIB"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium sp002778835
metaerg.pl|08144	NODE_2784_length_555_cov_1.148	3	194	192	1	No	0	sp|Q7U0N5|GLPX_MYCBO	"Fructose-1,6-bisphosphatase class 2"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08161	NODE_2795_length_554_cov_1.76954	18	554	537	-1	No	0	sp|Q2YPW1|ISPDF_BRUA2	"Bifunctional enzyme IspD/IspF"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|08154	NODE_2791_length_554_cov_0.93988	3	320	318	1	No	0	sp|Q89FV1|FTSQ_BRADU	"Cell division protein FtsQ"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|08159	NODE_2789_length_554_cov_2.42685	3	554	552	-1	No	0	sp|O32102|BESA_BACSU	"Ferri-bacillibactin esterase BesA"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08153	NODE_2790_length_554_cov_3.08617	33	554	522	1	No	0	sp|O64332|TIPL_BPN15	"Tail tip protein L"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_M
metaerg.pl|08156	NODE_2794_length_554_cov_1.55912	3	365	363	1	No	0	sp|A4WEQ6|PAT_ENT38	"Putrescine aminotransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|08169	NODE_2800_length_553_cov_1.84137	183	551	369	1	No	0	sp|Q4UNA0|PARC_RICFE	"DNA topoisomerase 4 subunit A"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|08165	NODE_2802_length_553_cov_2.35944	1	237	237	1	No	0	sp|P0ABE0|BCCP_ECO57	"Biotin carboxyl carrier protein of acetyl-CoA carboxylase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08166	NODE_2802_length_553_cov_2.35944	252	551	300	1	No	0	sp|P43873|ACCC_HAEIN	"Biotin carboxylase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|08173	NODE_2805_length_552_cov_1.65191	82	552	471	-1	No	0	sp|P46837|YHGF_ECOLI	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|08180	NODE_2813_length_551_cov_1.03226	3	317	315	1	No	0	sp|O54408|RELA_BACSU	"GTP pyrophosphokinase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kimbladii
metaerg.pl|08178	NODE_2810_length_551_cov_1.50806	2	277	276	1	No	0	sp|P33591|NIKB_ECOLI	"Nickel transport system permease protein NikB"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|08179	NODE_2810_length_551_cov_1.50806	274	549	276	1	No	0	sp|Q2FH56|NIKC_STAA3	"Nickel import system permease protein NikC"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|08184	NODE_2818_length_550_cov_2.20404	1	549	549	1	No	0	sp|O32449|PIP_SERMA	"Proline iminopeptidase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08192	NODE_2824_length_549_cov_3.1498	2	547	546	-1	No	0	sp|P0AEQ5|GLNH_ECO57	"Glutamine-binding periplasmic protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|08188	NODE_2825_length_549_cov_3.09514	3	506	504	-1	No	0	sp|P0AE20|MAP1_ECO57	"Methionine aminopeptidase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|08202	NODE_2828_length_548_cov_1.28803	218	547	330	-1	No	0	sp|Q2RUF7|DCTA_RHORT	"C4-dicarboxylate transport protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|08204	NODE_2833_length_548_cov_1.73834	1	546	546	1	No	0	sp|P0DP89|ILVGP_ECOLI	"Putative acetolactate synthase isozyme 2 large subunit"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|08203	NODE_2827_length_548_cov_1.63895	2	508	507	-1	No	0	sp|Q2YIQ2|ERYB_BRUA2	"D-erythritol 1-phosphate dehydrogenase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|08197	NODE_2829_length_548_cov_1.1927	2	391	390	1	No	0	sp|P44184|Y1410_HAEIN	"hypothetical protein"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;g__Ap22virus;s__Acinetobacter virus AB2;
metaerg.pl|08205	NODE_2838_length_547_cov_2.87602	3	482	480	-1	No	0	sp|P9WG88|EMRB_MYCTO	"Multidrug resistance protein B homolog"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|08206	NODE_2835_length_547_cov_3.3313	2	547	546	1	No	0	sp|P27509|YPQQ_KLEPN	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|08207	NODE_2836_length_547_cov_4.48984	93	545	453	1	No	0	sp|B1JBG6|RF3_PSEPW	"Peptide chain release factor 3"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|08214	NODE_2846_length_546_cov_1.75764	3	545	543	-1	No	0	sp|H3ZPL1|ARAT1_THELN	"Aromatic-amino-acid aminotransferase 1"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|08213	NODE_2841_length_546_cov_1.50305	1	546	546	1	No	0	sp|P43329|HRPA_ECOLI	"ATP-dependent RNA helicase HrpA"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Frischella;s__Frischella perrara
metaerg.pl|08216	NODE_2843_length_546_cov_1.9776	2	544	543	-1	No	0	sp|P0ADC5|LOLC_ECO57	"Lipoprotein-releasing system transmembrane protein LolC"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N
metaerg.pl|08225	NODE_2851_length_545_cov_1.13878	1	543	543	1	No	0	sp|Q6G2Q7|MURB_BARHE	"UDP-N-acetylenolpyruvoylglucosamine reductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08223	NODE_2849_length_545_cov_1.66327	2	229	228	1	No	0	sp|P94419|YCLO_BACSU	"Petrobactin import system permease protein YclO"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|08224	NODE_2849_length_545_cov_1.66327	260	544	285	1	No	0	sp|P94419|YCLO_BACSU	"Petrobactin import system permease protein YclO"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08220	NODE_2852_length_545_cov_0.985714	2	544	543	1	No	0	sp|Q9I633|Y485_PSEAE	"Uncharacterized transporter PA0485"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08226	NODE_2850_length_545_cov_1.87959	2	544	543	-1	No	0	sp|P11350|NARI_ECOLI	"Respiratory nitrate reductase 1 gamma chain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|08234	NODE_2867_length_543_cov_1.14549	3	542	540	-1	No	0	sp|P19318|NARY_ECOLI	"Respiratory nitrate reductase 2 beta chain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|08240	NODE_2873_length_542_cov_1.54209	165	542	378	1	No	0	sp|Q2P4Y6|PQQB_XANOM	"Coenzyme PQQ synthesis protein B"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|08251	NODE_2878_length_541_cov_1.25309	53	541	489	1	No	0	sp|Q03NP0|NNRE_LACBA	"NAD(P)H-hydrate epimerase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola
metaerg.pl|08247	NODE_2881_length_541_cov_2.26132	2	370	369	1	No	0	sp|P42360|MTSC_STRGN	"Manganese import ATP-binding protein ScaC"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|08259	NODE_2888_length_540_cov_1.57732	2	316	315	1	No	0	sp|Q797B3|LTAS1_BACSU	"Lipoteichoic acid synthase 1"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus helsingborgensis
